ID.S;ID;TIPO;COSTO
O.E.09.N.1.C.1;E09.N1.C1;H;128.091333
O.E.09.N.1.C.2;E09.N1.C2;H;128.091333
O.E.09.N.1.C.3;E09.N1.C3;H;128.091333
O.E.09.N.1.C.4;E09.N1.C4;H;128.091333
O.E.09.N.1.C.5;E09.N1.C5;H;128.091333
O.E.09.N.1.C.6;E09.N1.C6;H;128.091333
O.E.09.P;E09.P;H;9740.251512
O.E.09.P.1;;H;2409.729663
O.E.09.P.1.D;E09.P1.D;H;1463.913201
O.E.09.P.1.D.11;;H;361.085608
O.E.09.P.1.D.11.d;E09.P1.D11;H;361.085608
O.E.09.P.1.D.12;;H;361.085608
O.E.09.P.1.D.12.d;E09.P1.D12;H;361.085608
O.E.09.P.1.D.13;;H;380.656377
O.E.09.P.1.D.13.d;E09.P1.D13;H;380.656377
O.E.09.P.1.D.14;;H;361.085608
O.E.09.P.1.D.14.d;E09.P1.D14;H;361.085608
O.E.09.P.1.G;;H;2409.729663
O.E.09.P.1.G.d;E09.P1;H;2409.729663
O.E.09.P.2;;H;2443.507283
O.E.09.P.2.D;E09.P2.D;H;1444.342432
O.E.09.P.2.D.21;;H;361.085608
O.E.09.P.2.D.21.d;E09.P2.D21;H;361.085608
O.E.09.P.2.D.22;;H;361.085608
O.E.09.P.2.D.22.d;E09.P2.D22;H;361.085608
O.E.09.P.2.D.23;;H;361.085608
O.E.09.P.2.D.23.d;E09.P2.D23;H;361.085608
O.E.09.P.2.D.24;;H;361.085608
O.E.09.P.2.D.24.d;E09.P2.D24;H;361.085608
O.E.09.P.2.G;;H;2443.507283
O.E.09.P.2.G.d;E09.P2;H;2443.507283
O.E.09.P.3;;H;2082.421675
O.E.09.P.3.D;E09.P3.D;H;1083.256824
O.E.09.P.3.D.31;;H;361.085608
O.E.09.P.3.D.31.d;E09.P3.D31;H;361.085608
O.E.09.P.3.D.32;;H;361.085608
O.E.09.P.3.D.32.d;E09.P3.D32;H;361.085608
O.E.09.P.3.D.33;;H;361.085608
O.E.09.P.3.D.33.d;E09.P3.D33;H;361.085608
O.E.09.P.3.D.34;;H;361.085608
O.E.09.P.3.D.34.d;E09.P3.D34;H;361.085608
O.E.09.P.3.G;;H;2082.421675
O.E.09.P.3.G.d;E09.P3;H;2082.421675
O.E.09.P.4;;H;1805.428040
O.E.09.P.4.D;E09.P4.D;H;1805.428040
O.E.09.P.4.D.41;;H;361.085608
O.E.09.P.4.D.41.d;E09.P4.D41;H;361.085608
O.E.09.P.4.D.42;;H;361.085608
O.E.09.P.4.D.42.d;E09.P4.D42;H;361.085608
O.E.09.P.4.D.43;;H;361.085608
O.E.09.P.4.D.43.d;E09.P4.D43;H;361.085608
O.E.09.P.4.D.44;;H;361.085608
O.E.09.P.4.D.44.d;E09.P4.D44;H;361.085608
O.E.09.P.4.G;;H;2804.592891
O.E.09.P.4.G.d;E09.P4;H;2804.592891
O.E.10;;H;12809.842510
O.E.10.G;;H;12809.842510
O.E.10.G.d;E10;H;12809.842510
O.E.10.L;E10.L;H;1491.337000
O.E.10.L.1;;H;1491.337000
O.E.10.L.1.d;E10.L1;H;1491.337000
O.E.10.N;E10.N;H;768.547998
O.E.10.N.1;E10.N1;H;768.547998
O.E.10.N.1.C;E10.N1.C;H;768.547998
O.E.10.N.1.C.1;E10.N1.C1;H;128.091333
O.E.10.N.1.C.2;E10.N1.C2;H;128.091333
O.E.10.N.1.C.3;E10.N1.C3;H;128.091333
O.E.10.N.1.C.4;E10.N1.C4;H;128.091333
O.E.10.N.1.C.5;E10.N1.C5;H;128.091333
O.E.10.N.1.C.6;E10.N1.C6;H;128.091333
O.E.10.P;E10.P;H;9746.397512
O.E.10.P.1;;H;2415.875663
O.E.10.P.1.D;E10.P1.D;H;1470.059201
O.E.10.P.1.D.11;;H;361.085608
O.E.10.P.1.D.11.d;E10.P1.D11;H;361.085608
O.E.10.P.1.D.12;;H;361.085608
O.E.10.P.1.D.12.d;E10.P1.D12;H;361.085608
O.E.10.P.1.D.13;;H;386.802377
O.E.10.P.1.D.13.d;E10.P1.D13;H;386.802377
O.E.10.P.1.D.14;;H;361.085608
O.E.10.P.1.D.14.d;E10.P1.D14;H;361.085608
O.E.10.P.1.G;;H;2415.875663
O.E.10.P.1.G.d;E10.P1;H;2415.875663
O.E.10.P.2;;H;2443.507283
O.E.10.P.2.D;E10.P2.D;H;1444.342432
O.E.10.P.2.D.21;;H;361.085608
O.E.10.P.2.D.21.d;E10.P2.D21;H;361.085608
O.E.10.P.2.D.22;;H;361.085608
O.E.10.P.2.D.22.d;E10.P2.D22;H;361.085608
O.E.10.P.2.D.23;;H;361.085608
O.E.10.P.2.D.23.d;E10.P2.D23;H;361.085608
O.E.10.P.2.D.24;;H;361.085608
O.E.10.P.2.D.24.d;E10.P2.D24;H;361.085608
O.E.10.P.2.G;;H;2443.507283
O.E.10.P.2.G.d;E10.P2;H;2443.507283
O.E.10.P.3;;H;2082.421675
O.E.10.P.3.D;E10.P3.D;H;1083.256824
O.E.10.P.3.D.31;;H;361.085608
O.E.10.P.3.D.31.d;E10.P3.D31;H;361.085608
O.E.10.P.3.D.32;;H;361.085608
O.E.10.P.3.D.32.d;E10.P3.D32;H;361.085608
O.E.10.P.3.D.33;;H;361.085608
O.E.10.P.3.D.33.d;E10.P3.D33;H;361.085608
O.E.10.P.3.D.34;;H;361.085608
O.E.10.P.3.D.34.d;E10.P3.D34;H;361.085608
O.E.10.P.3.G;;H;2082.421675
O.E.10.P.3.G.d;E10.P3;H;2082.421675
O.E.10.P.4;;H;1805.428040
O.E.10.P.4.D;E10.P4.D;H;1805.428040
O.E.10.P.4.D.41;;H;361.085608
O.E.10.P.4.D.41.d;E10.P4.D41;H;361.085608
O.E.10.P.4.D.42;;H;361.085608
O.E.10.P.4.D.42.d;E10.P4.D42;H;361.085608
O.E.10.P.4.D.43;;H;361.085608
O.E.10.P.4.D.43.d;E10.P4.D43;H;361.085608
O.E.10.P.4.D.44;;H;361.085608
O.E.10.P.4.D.44.d;E10.P4.D44;H;361.085608
O.E.10.P.4.G;;H;2804.592891
O.E.10.P.4.G.d;E10.P4;H;2804.592891
O.E.11;;H;12803.696510
O.E.11.G;;H;12803.696510
O.E.11.G.d;E11;H;12803.696510
O.E.11.L;E11.L;H;1491.337000
O.E.11.L.1;;H;1491.337000
O.E.11.L.1.d;E11.L1;H;1491.337000
O.E.11.N;E11.N;H;768.547998
O.E.11.N.1;E11.N1;H;768.547998
O.E.11.N.1.C;E11.N1.C;H;768.547998
O.E.11.N.1.C.1;E11.N1.C1;H;128.091333
O.E.11.N.1.C.2;E11.N1.C2;H;128.091333
O.E.11.N.1.C.3;E11.N1.C3;H;128.091333
O.E.11.N.1.C.4;E11.N1.C4;H;128.091333
O.E.11.N.1.C.5;E11.N1.C5;H;128.091333
O.E.11.N.1.C.6;E11.N1.C6;H;128.091333
O.E.11.P;E11.P;H;9740.251512
O.E.11.P.1;;H;2409.729663
O.E.11.P.1.D;E11.P1.D;H;1463.913201
O.E.11.P.1.D.11;;H;361.085608
O.E.11.P.1.D.11.d;E11.P1.D11;H;361.085608
O.E.11.P.1.D.12;;H;361.085608
O.E.11.P.1.D.12.d;E11.P1.D12;H;361.085608
O.E.11.P.1.D.13;;H;380.656377
O.E.11.P.1.D.13.d;E11.P1.D13;H;380.656377
O.E.11.P.1.D.14;;H;361.085608
O.E.11.P.1.D.14.d;E11.P1.D14;H;361.085608
O.E.11.P.1.G;;H;2409.729663
O.E.11.P.1.G.d;E11.P1;H;2409.729663
O.E.11.P.2;;H;2443.507283
O.E.11.P.2.D;E11.P2.D;H;1444.342432
O.E.11.P.2.D.21;;H;361.085608
O.E.11.P.2.D.21.d;E11.P2.D21;H;361.085608
O.E.11.P.2.D.22;;H;361.085608
O.E.11.P.2.D.22.d;E11.P2.D22;H;361.085608
O.E.11.P.2.D.23;;H;361.085608
O.E.11.P.2.D.23.d;E11.P2.D23;H;361.085608
O.E.11.P.2.D.24;;H;361.085608
O.E.11.P.2.D.24.d;E11.P2.D24;H;361.085608
O.E.11.P.2.G;;H;2443.507283
O.E.11.P.2.G.d;E11.P2;H;2443.507283
O.E.11.P.3;;H;2082.421675
O.E.11.P.3.D;E11.P3.D;H;1083.256824
O.E.11.P.3.D.31;;H;361.085608
O.E.11.P.3.D.31.d;E11.P3.D31;H;361.085608
O.E.11.P.3.D.32;;H;361.085608
O.E.11.P.3.D.32.d;E11.P3.D32;H;361.085608
O.E.11.P.3.D.33;;H;361.085608
O.E.11.P.3.D.33.d;E11.P3.D33;H;361.085608
O.E.11.P.3.D.34;;H;361.085608
O.E.11.P.3.D.34.d;E11.P3.D34;H;361.085608
O.E.11.P.3.G;;H;2082.421675
O.E.11.P.3.G.d;E11.P3;H;2082.421675
O.E.11.P.4;;H;1805.428040
O.E.11.P.4.D;E11.P4.D;H;1805.428040
O.E.11.P.4.D.41;;H;361.085608
O.E.11.P.4.D.41.d;E11.P4.D41;H;361.085608
O.E.11.P.4.D.42;;H;361.085608
O.E.11.P.4.D.42.d;E11.P4.D42;H;361.085608
O.E.11.P.4.D.43;;H;361.085608
O.E.11.P.4.D.43.d;E11.P4.D43;H;361.085608
O.E.11.P.4.D.44;;H;361.085608
O.E.11.P.4.D.44.d;E11.P4.D44;H;361.085608
O.E.11.P.4.G;;H;2804.592891
O.E.11.P.4.G.d;E11.P4;H;2804.592891
O.E.12;;H;12803.696510
O.E.12.G;;H;12803.696510
O.E.12.G.d;E12;H;12803.696510
O.E.12.L;E12.L;H;1491.337000
O.E.12.L.1;;H;1491.337000
O.E.12.L.1.d;E12.L1;H;1491.337000
O.E.12.N;E12.N;H;768.547998
O.E.12.N.1;E12.N1;H;768.547998
O.E.12.N.1.C;E12.N1.C;H;768.547998
O.E.12.N.1.C.1;E12.N1.C1;H;128.091333
O.E.12.N.1.C.2;E12.N1.C2;H;128.091333
O.E.12.N.1.C.3;E12.N1.C3;H;128.091333
O.E.12.N.1.C.4;E12.N1.C4;H;128.091333
O.E.12.N.1.C.5;E12.N1.C5;H;128.091333
O.E.12.N.1.C.6;E12.N1.C6;H;128.091333
O.E.12.P;E12.P;H;9740.251512
O.E.12.P.1;;H;2409.729663
O.E.12.P.1.D;E12.P1.D;H;1463.913201
O.E.12.P.1.D.11;;H;361.085608
O.E.12.P.1.D.11.d;E12.P1.D11;H;361.085608
O.E.12.P.1.D.12;;H;361.085608
O.E.12.P.1.D.12.d;E12.P1.D12;H;361.085608
O.E.12.P.1.D.13;;H;380.656377
O.E.12.P.1.D.13.d;E12.P1.D13;H;380.656377
O.E.12.P.1.D.14;;H;361.085608
O.E.12.P.1.D.14.d;E12.P1.D14;H;361.085608
O.E.12.P.1.G;;H;2409.729663
O.E.12.P.1.G.d;E12.P1;H;2409.729663
O.E.12.P.2;;H;2443.507283
O.E.12.P.2.D;E12.P2.D;H;1444.342432
O.E.12.P.2.D.21;;H;361.085608
O.E.12.P.2.D.21.d;E12.P2.D21;H;361.085608
O.E.12.P.2.D.22;;H;361.085608
O.E.12.P.2.D.22.d;E12.P2.D22;H;361.085608
O.E.12.P.2.D.23;;H;361.085608
O.E.12.P.2.D.23.d;E12.P2.D23;H;361.085608
O.E.12.P.2.D.24;;H;361.085608
O.E.12.P.2.D.24.d;E12.P2.D24;H;361.085608
O.E.12.P.2.G;;H;2443.507283
O.E.12.P.2.G.d;E12.P2;H;2443.507283
O.E.12.P.3;;H;2082.421675
O.E.12.P.3.D;E12.P3.D;H;1083.256824
O.E.12.P.3.D.31;;H;361.085608
O.E.12.P.3.D.31.d;E12.P3.D31;H;361.085608
O.E.12.P.3.D.32;;H;361.085608
O.E.12.P.3.D.32.d;E12.P3.D32;H;361.085608
O.E.12.P.3.D.33;;H;361.085608
O.E.12.P.3.D.33.d;E12.P3.D33;H;361.085608
O.E.12.P.3.D.34;;H;361.085608
O.E.12.P.3.D.34.d;E12.P3.D34;H;361.085608
O.E.12.P.3.G;;H;2082.421675
O.E.12.P.3.G.d;E12.P3;H;2082.421675
O.E.12.P.4;;H;1805.428040
O.E.12.P.4.D;E12.P4.D;H;1805.428040
O.E.12.P.4.D.41;;H;361.085608
O.E.12.P.4.D.41.d;E12.P4.D41;H;361.085608
O.E.12.P.4.D.42;;H;361.085608
O.E.12.P.4.D.42.d;E12.P4.D42;H;361.085608
O.E.12.P.4.D.43;;H;361.085608
O.E.12.P.4.D.43.d;E12.P4.D43;H;361.085608
O.E.12.P.4.D.44;;H;361.085608
O.E.12.P.4.D.44.d;E12.P4.D44;H;361.085608
O.E.12.P.4.G;;H;2804.592891
O.E.12.P.4.G.d;E12.P4;H;2804.592891
O.E.13;;H;12803.696510
O.E.13.G;;H;12803.696510
O.E.13.G.d;E13;H;12803.696510
O.E.13.L;E13.L;H;1491.337000
O.E.13.L.1;;H;1491.337000
O.E.13.L.1.d;E13.L1;H;1491.337000
O.E.13.N;E13.N;H;768.547998
O.E.13.N.1;E13.N1;H;768.547998
O.E.13.N.1.C;E13.N1.C;H;768.547998
O.E.13.N.1.C.1;E13.N1.C1;H;128.091333
O.E.13.N.1.C.2;E13.N1.C2;H;128.091333
O.E.13.N.1.C.3;E13.N1.C3;H;128.091333
O.E.13.N.1.C.4;E13.N1.C4;H;128.091333
O.E.13.N.1.C.5;E13.N1.C5;H;128.091333
O.E.13.N.1.C.6;E13.N1.C6;H;128.091333
O.E.13.P;E13.P;H;9740.251512
O.E.13.P.1;;H;2409.729663
O.E.13.P.1.D;E13.P1.D;H;1463.913201
O.E.13.P.1.D.11;;H;361.085608
O.E.13.P.1.D.11.d;E13.P1.D11;H;361.085608
O.E.13.P.1.D.12;;H;361.085608
O.E.13.P.1.D.12.d;E13.P1.D12;H;361.085608
O.E.13.P.1.D.13;;H;380.656377
O.E.13.P.1.D.13.d;E13.P1.D13;H;380.656377
O.E.13.P.1.D.14;;H;361.085608
O.E.13.P.1.D.14.d;E13.P1.D14;H;361.085608
O.E.13.P.1.G;;H;2409.729663
O.E.13.P.1.G.d;E13.P1;H;2409.729663
O.E.13.P.2;;H;2443.507283
O.E.13.P.2.D;E13.P2.D;H;1444.342432
O.E.13.P.2.D.21;;H;361.085608
O.E.13.P.2.D.21.d;E13.P2.D21;H;361.085608
O.E.13.P.2.D.22;;H;361.085608
O.E.13.P.2.D.22.d;E13.P2.D22;H;361.085608
O.E.13.P.2.D.23;;H;361.085608
O.E.13.P.2.D.23.d;E13.P2.D23;H;361.085608
O.E.13.P.2.D.24;;H;361.085608
O.E.13.P.2.D.24.d;E13.P2.D24;H;361.085608
O.E.13.P.2.G;;H;2443.507283
O.E.13.P.2.G.d;E13.P2;H;2443.507283
O.E.13.P.3;;H;2082.421675
O.E.13.P.3.D;E13.P3.D;H;1083.256824
O.E.13.P.3.D.31;;H;361.085608
O.E.13.P.3.D.31.d;E13.P3.D31;H;361.085608
O.E.13.P.3.D.32;;H;361.085608
O.E.13.P.3.D.32.d;E13.P3.D32;H;361.085608
O.E.13.P.3.D.33;;H;361.085608
O.E.13.P.3.D.33.d;E13.P3.D33;H;361.085608
O.E.13.P.3.D.34;;H;361.085608
O.E.13.P.3.D.34.d;E13.P3.D34;H;361.085608
O.E.13.P.3.G;;H;2082.421675
O.E.13.P.3.G.d;E13.P3;H;2082.421675
O.E.13.P.4;;H;1805.428040
O.E.13.P.4.D;E13.P4.D;H;1805.428040
O.E.13.P.4.D.41;;H;361.085608
O.E.13.P.4.D.41.d;E13.P4.D41;H;361.085608
O.E.13.P.4.D.42;;H;361.085608
O.E.13.P.4.D.42.d;E13.P4.D42;H;361.085608
O.E.13.P.4.D.43;;H;361.085608
O.E.13.P.4.D.43.d;E13.P4.D43;H;361.085608
O.E.13.P.4.D.44;;H;361.085608
O.E.13.P.4.D.44.d;E13.P4.D44;H;361.085608
O.E.13.P.4.G;;H;2804.592891
O.E.13.P.4.G.d;E13.P4;H;2804.592891
O.E.14;;H;14041.140881
O.E.14.G;;H;14041.140881
O.E.14.G.d;E14;H;14041.140881
O.E.14.L;E14.L;H;1491.337000
O.E.14.L.0;;H;745.668500
O.E.14.L.0.d;E14.L0;H;745.668500
O.E.14.L.1;;H;745.668500
O.E.14.L.1.d;E14.L1;H;745.668500
O.E.14.N;E14.N;H;768.548004
O.E.14.N.0;E14.N0;H;384.274002
O.E.14.N.0.C;E14.N0.C;H;384.274002
O.E.14.N.0.C.1;E14.N0.C1;H;64.045667
O.E.14.N.0.C.2;E14.N0.C2;H;64.045667
O.E.14.N.0.C.3;E14.N0.C3;H;64.045667
O.E.14.N.0.C.4;E14.N0.C4;H;64.045667
O.E.14.N.0.C.5;E14.N0.C5;H;64.045667
O.E.14.N.0.C.6;E14.N0.C6;H;64.045667
O.E.14.N.1;E14.N1;H;384.274002
O.E.14.N.1.C;E14.N1.C;H;384.274002
O.E.14.N.1.C.1;E14.N1.C1;H;64.045667
O.E.14.N.1.C.2;E14.N1.C2;H;64.045667
O.E.14.N.1.C.3;E14.N1.C3;H;64.045667
O.E.14.N.1.C.4;E14.N1.C4;H;64.045667
O.E.14.N.1.C.5;E14.N1.C5;H;64.045667
O.E.14.N.1.C.6;E14.N1.C6;H;64.045667
O.E.14.P;E14.P;H;10977.695877
O.E.14.P.0;;H;1237.444365
O.E.14.P.0.D;E14.P0.D;H;722.171216
O.E.14.P.0.D.01;;H;361.085608
O.E.14.P.0.D.01.d;E14.P0.D01;H;361.085608
O.E.14.P.0.D.02;;H;361.085608
O.E.14.P.0.D.02.d;E14.P0.D02;H;361.085608
O.E.14.P.0.G;;H;1237.444365
O.E.14.P.0.G.d;E14.P0;H;1237.444365
O.E.14.P.1;;H;2409.729663
O.E.14.P.1.D;E14.P1.D;H;1463.913201
O.E.14.P.1.D.11;;H;361.085608
O.E.14.P.1.D.11.d;E14.P1.D11;H;361.085608
O.E.14.P.1.D.12;;H;361.085608
O.E.14.P.1.D.12.d;E14.P1.D12;H;361.085608
O.E.14.P.1.D.13;;H;380.656377
O.E.14.P.1.D.13.d;E14.P1.D13;H;380.656377
O.E.14.P.1.D.14;;H;361.085608
O.E.14.P.1.D.14.d;E14.P1.D14;H;361.085608
O.E.14.P.1.G;;H;2409.729663
O.E.14.P.1.G.d;E14.P1;H;2409.729663
O.E.14.P.2;;H;2443.507283
O.E.14.P.2.D;E14.P2.D;H;1444.342432
O.E.14.P.2.D.21;;H;361.085608
O.E.14.P.2.D.21.d;E14.P2.D21;H;361.085608
O.E.14.P.2.D.22;;H;361.085608
O.E.14.P.2.D.22.d;E14.P2.D22;H;361.085608
O.E.14.P.2.D.23;;H;361.085608
O.E.14.P.2.D.23.d;E14.P2.D23;H;361.085608
O.E.14.P.2.D.24;;H;361.085608
O.E.14.P.2.D.24.d;E14.P2.D24;H;361.085608
O.E.14.P.2.G;;H;2443.507283
O.E.14.P.2.G.d;E14.P2;H;2443.507283
O.E.14.P.3;;H;2082.421675
O.E.14.P.3.D;E14.P3.D;H;1083.256824
O.E.14.P.3.D.31;;H;361.085608
O.E.14.P.3.D.31.d;E14.P3.D31;H;361.085608
O.E.14.P.3.D.32;;H;361.085608
O.E.14.P.3.D.32.d;E14.P3.D32;H;361.085608
O.E.14.P.3.D.33;;H;361.085608
O.E.14.P.3.D.33.d;E14.P3.D33;H;361.085608
O.E.14.P.3.D.34;;H;361.085608
O.E.14.P.3.D.34.d;E14.P3.D34;H;361.085608
O.E.14.P.3.G;;H;2082.421675
O.E.14.P.3.G.d;E14.P3;H;2082.421675
O.E.14.P.4;;H;2804.592891
O.E.14.P.4.D;E14.P4.D;H;1805.428040
O.E.14.P.4.D.41;;H;361.085608
O.E.14.P.4.D.41.d;E14.P4.D41;H;361.085608
O.E.14.P.4.D.42;;H;361.085608
O.E.14.P.4.D.42.d;E14.P4.D42;H;361.085608
O.E.14.P.4.D.43;;H;361.085608
O.E.14.P.4.D.43.d;E14.P4.D43;H;361.085608
O.E.14.P.4.D.44;;H;361.085608
O.E.14.P.4.D.44.d;E14.P4.D44;H;361.085608
O.E.14.P.4.G;;H;2804.592891
O.E.14.P.4.G.d;E14.P4;H;2804.592891
O.E.15;;H;14041.140881
O.E.15.G;;H;14041.140881
O.E.15.G.d;E15;H;14041.140881
O.E.15.L;E15.L;H;1491.337000
O.E.15.L.0;;H;745.668500
O.E.15.L.0.d;E15.L0;H;745.668500
O.E.15.L.1;;H;745.668500
O.E.15.L.1.d;E15.L1;H;745.668500
O.E.15.N;E15.N;H;768.548004
O.E.15.N.0;E15.N0;H;384.274002
O.E.15.N.0.C;E15.N0.C;H;384.274002
O.E.15.N.0.C.1;E15.N0.C1;H;64.045667
O.E.15.N.0.C.2;E15.N0.C2;H;64.045667
O.E.15.N.0.C.3;E15.N0.C3;H;64.045667
O.E.15.N.0.C.4;E15.N0.C4;H;64.045667
O.E.15.N.0.C.5;E15.N0.C5;H;64.045667
O.E.15.N.0.C.6;E15.N0.C6;H;64.045667
O.E.15.N.1;E15.N1;H;384.274002
O.E.15.N.1.C;E15.N1.C;H;384.274002
O.E.15.N.1.C.1;E15.N1.C1;H;64.045667
O.E.15.N.1.C.2;E15.N1.C2;H;64.045667
O.E.15.N.1.C.3;E15.N1.C3;H;64.045667
O.E.15.N.1.C.4;E15.N1.C4;H;64.045667
O.E.15.N.1.C.5;E15.N1.C5;H;64.045667
O.E.15.N.1.C.6;E15.N1.C6;H;64.045667
O.E.15.P;E15.P;H;10977.695877
O.E.15.P.0;;H;1237.444365
O.E.15.P.0.D;E15.P0.D;H;722.171216
O.E.15.P.0.D.01;;H;361.085608
O.E.15.P.0.D.01.d;E15.P0.D01;H;361.085608
O.E.15.P.0.D.02;;H;361.085608
O.E.15.P.0.D.02.d;E15.P0.D02;H;361.085608
O.E.15.P.0.G;;H;1237.444365
O.E.15.P.0.G.d;E15.P0;H;1237.444365
O.E.15.P.1;;H;2409.729663
O.E.15.P.1.D;E15.P1.D;H;1463.913201
O.E.15.P.1.D.11;;H;361.085608
O.E.15.P.1.D.11.d;E15.P1.D11;H;361.085608
O.E.15.P.1.D.12;;H;361.085608
O.E.15.P.1.D.12.d;E15.P1.D12;H;361.085608
O.E.15.P.1.D.13;;H;380.656377
O.E.15.P.1.D.13.d;E15.P1.D13;H;380.656377
O.E.15.P.1.D.14;;H;361.085608
O.E.15.P.1.D.14.d;E15.P1.D14;H;361.085608
O.E.15.P.1.G;;H;2409.729663
O.E.15.P.1.G.d;E15.P1;H;2409.729663
O.E.15.P.2;;H;2443.507283
O.E.15.P.2.D;E15.P2.D;H;1444.342432
O.E.15.P.2.D.21;;H;361.085608
O.E.15.P.2.D.21.d;E15.P2.D21;H;361.085608
O.E.15.P.2.D.22;;H;361.085608
O.E.15.P.2.D.22.d;E15.P2.D22;H;361.085608
O.E.15.P.2.D.23;;H;361.085608
O.E.15.P.2.D.23.d;E15.P2.D23;H;361.085608
O.E.15.P.2.D.24;;H;361.085608
O.E.15.P.2.D.24.d;E15.P2.D24;H;361.085608
O.E.15.P.2.G;;H;2443.507283
O.E.15.P.2.G.d;E15.P2;H;2443.507283
O.E.15.P.3;;H;2082.421675
O.E.15.P.3.D;E15.P3.D;H;1083.256824
O.E.15.P.3.D.31;;H;361.085608
O.E.15.P.3.D.31.d;E15.P3.D31;H;361.085608
O.E.15.P.3.D.32;;H;361.085608
O.E.15.P.3.D.32.d;E15.P3.D32;H;361.085608
O.E.15.P.3.D.33;;H;361.085608
O.E.15.P.3.D.33.d;E15.P3.D33;H;361.085608
O.E.15.P.3.D.34;;H;361.085608
O.E.15.P.3.D.34.d;E15.P3.D34;H;361.085608
O.E.15.P.3.G;;H;2082.421675
O.E.15.P.3.G.d;E15.P3;H;2082.421675
O.E.15.P.4;;H;2804.592891
O.E.15.P.4.D;E15.P4.D;H;1805.428040
O.E.15.P.4.D.41;;H;361.085608
O.E.15.P.4.D.41.d;E15.P4.D41;H;361.085608
O.E.15.P.4.D.42;;H;361.085608
O.E.15.P.4.D.42.d;E15.P4.D42;H;361.085608
O.E.15.P.4.D.43;;H;361.085608
O.E.15.P.4.D.43.d;E15.P4.D43;H;361.085608
O.E.15.P.4.D.44;;H;361.085608
O.E.15.P.4.D.44.d;E15.P4.D44;H;361.085608
O.E.15.P.4.G;;H;2804.592891
O.E.15.P.4.G.d;E15.P4;H;2804.592891
O.E.16;;H;14021.570112
O.E.16.G;;H;14021.570112
O.E.16.G.d;E16;H;14021.570112
O.E.16.L;E16.L;H;1491.337000
O.E.16.L.0;;H;745.668500
O.E.16.L.0.d;E16.L0;H;745.668500
O.E.16.L.1;;H;745.668500
O.E.16.L.1.d;E16.L1;H;745.668500
O.E.16.N;E16.N;H;768.548004
O.E.16.N.0;E16.N0;H;384.274002
O.E.16.N.0.C;E16.N0.C;H;384.274002
O.E.16.N.0.C.1;E16.N0.C1;H;64.045667
O.E.16.N.0.C.2;E16.N0.C2;H;64.045667
O.E.16.N.0.C.3;E16.N0.C3;H;64.045667
O.E.16.N.0.C.4;E16.N0.C4;H;64.045667
O.E.16.N.0.C.5;E16.N0.C5;H;64.045667
O.E.16.N.0.C.6;E16.N0.C6;H;64.045667
O.E.16.N.1;E16.N1;H;384.274002
O.E.16.N.1.C;E16.N1.C;H;384.274002
O.E.16.N.1.C.1;E16.N1.C1;H;64.045667
O.E.16.N.1.C.2;E16.N1.C2;H;64.045667
O.E.16.N.1.C.3;E16.N1.C3;H;64.045667
O.E.16.N.1.C.4;E16.N1.C4;H;64.045667
O.E.16.N.1.C.5;E16.N1.C5;H;64.045667
O.E.16.N.1.C.6;E16.N1.C6;H;64.045667
O.E.16.P;E16.P;H;10958.125108
O.E.16.P.0;;H;1237.444365
O.E.16.P.0.D;E16.P0.D;H;722.171216
O.E.16.P.0.D.01;;H;361.085608
O.E.16.P.0.D.01.d;E16.P0.D01;H;361.085608
O.E.16.P.0.D.02;;H;361.085608
O.E.16.P.0.D.02.d;E16.P0.D02;H;361.085608
O.E.16.P.0.G;;H;1237.444365
O.E.16.P.0.G.d;E16.P0;H;1237.444365
O.E.16.P.1;;H;2390.158894
O.E.16.P.1.D;E16.P1.D;H;1444.342432
O.E.16.P.1.D.11;;H;361.085608
O.E.16.P.1.D.11.d;E16.P1.D11;H;361.085608
O.E.16.P.1.D.12;;H;361.085608
O.E.16.P.1.D.12.d;E16.P1.D12;H;361.085608
O.E.16.P.1.D.13;;H;361.085608
O.E.16.P.1.D.13.d;E16.P1.D13;H;361.085608
O.E.16.P.1.D.14;;H;361.085608
O.E.16.P.1.D.14.d;E16.P1.D14;H;361.085608
O.E.16.P.1.G;;H;2390.158894
O.E.16.P.1.G.d;E16.P1;H;2390.158894
O.E.16.P.2;;H;2443.507283
O.E.16.P.2.D;E16.P2.D;H;1444.342432
O.E.16.P.2.D.21;;H;361.085608
O.E.16.P.2.D.21.d;E16.P2.D21;H;361.085608
O.E.16.P.2.D.22;;H;361.085608
O.E.16.P.2.D.22.d;E16.P2.D22;H;361.085608
O.E.16.P.2.D.23;;H;361.085608
O.E.16.P.2.D.23.d;E16.P2.D23;H;361.085608
O.E.16.P.2.D.24;;H;361.085608
O.E.16.P.2.D.24.d;E16.P2.D24;H;361.085608
O.E.16.P.2.G;;H;2443.507283
O.E.16.P.2.G.d;E16.P2;H;2443.507283
O.E.16.P.3;;H;2082.421675
O.E.16.P.3.D;E16.P3.D;H;1083.256824
O.E.16.P.3.D.31;;H;361.085608
O.E.16.P.3.D.31.d;E16.P3.D31;H;361.085608
O.E.16.P.3.D.32;;H;361.085608
O.E.16.P.3.D.32.d;E16.P3.D32;H;361.085608
O.E.16.P.3.D.33;;H;361.085608
O.E.16.P.3.D.33.d;E16.P3.D33;H;361.085608
O.E.16.P.3.D.34;;H;361.085608
O.E.16.P.3.D.34.d;E16.P3.D34;H;361.085608
