ELEMENTO.ID;DSC;TIPO;CONTEXTO;PORC.APL;EDIFICIO;NIVEL;PISO;DEPTO;COSTO;COSTO.PORC
E15.P1.D14;Depto 14;DEPTO;DEPTO_TIPO;1.0;E15;;P1;D14;361.085608;0.0010441596
E11.P1.D12;Depto 12;DEPTO;DEPTO_TIPO;1.0;E11;;P1;D12;361.085608;0.0010441596
E10.P2.D23;Depto 23;DEPTO;DEPTO_TIPO;1.0;E10;;P2;D23;361.085608;0.0010441596
E10.P2.D22;Depto 22;DEPTO;DEPTO_TIPO;1.0;E10;;P2;D22;361.085608;0.0010441596
E10.P2.D21;Depto 21;DEPTO;DEPTO_TIPO;1.0;E10;;P2;D21;361.085608;0.0010441596
E10.P1.D14;Depto 14;DEPTO;DEPTO_TIPO;1.0;E10;;P1;D14;361.085608;0.0010441596
E10.P1.D12;Depto 12;DEPTO;DEPTO_TIPO;1.0;E10;;P1;D12;361.085608;0.0010441596
E10.P1.D11;Depto 11;DEPTO;DEPTO_TIPO;1.0;E10;;P1;D11;361.085608;0.0010441596
E11.P2.D21;Depto 21;DEPTO;DEPTO_TIPO;1.0;E11;;P2;D21;361.085608;0.0010441596
E11.P2.D22;Depto 22;DEPTO;DEPTO_TIPO;1.0;E11;;P2;D22;361.085608;0.0010441596
E11.P2.D23;Depto 23;DEPTO;DEPTO_TIPO;1.0;E11;;P2;D23;361.085608;0.0010441596
E10.P2.D24;Depto 24;DEPTO;DEPTO_TIPO;1.0;E10;;P2;D24;361.085608;0.0010441596
E10.P3.D31;Depto 31;DEPTO;DEPTO_TIPO;1.0;E10;;P3;D31;361.085608;0.0010441596
E11.P1.D14;Depto 14;DEPTO;DEPTO_TIPO;1.0;E11;;P1;D14;361.085608;0.0010441596
E11.P1.D11;Depto 11;DEPTO;DEPTO_TIPO;1.0;E11;;P1;D11;361.085608;0.0010441596
E10.P4.D44;Depto 44;DEPTO;DEPTO_TIPO;1.0;E10;;P4;D44;361.085608;0.0010441596
E10.P4.D43;Depto 43;DEPTO;DEPTO_TIPO;1.0;E10;;P4;D43;361.085608;0.0010441596
E10.P4.D42;Depto 42;DEPTO;DEPTO_TIPO;1.0;E10;;P4;D42;361.085608;0.0010441596
E10.P4.D41;Depto 41;DEPTO;DEPTO_TIPO;1.0;E10;;P4;D41;361.085608;0.0010441596
E10.P3.D34;Depto 34;DEPTO;DEPTO_TIPO;1.0;E10;;P3;D34;361.085608;0.0010441596
E10.P3.D33;Depto 33;DEPTO;DEPTO_TIPO;1.0;E10;;P3;D33;361.085608;0.0010441596
E10.P3.D32;Depto 32;DEPTO;DEPTO_TIPO;1.0;E10;;P3;D32;361.085608;0.0010441596
E11.P2.D24;Depto 24;DEPTO;DEPTO_TIPO;1.0;E11;;P2;D24;361.085608;0.0010441596
E11.P3.D31;Depto 31;DEPTO;DEPTO_TIPO;1.0;E11;;P3;D31;361.085608;0.0010441596
E11.P3.D32;Depto 32;DEPTO;DEPTO_TIPO;1.0;E11;;P3;D32;361.085608;0.0010441596
E12.P2.D23;Depto 23;DEPTO;DEPTO_TIPO;1.0;E12;;P2;D23;361.085608;0.0010441596
E12.P2.D24;Depto 24;DEPTO;DEPTO_TIPO;1.0;E12;;P2;D24;361.085608;0.0010441596
E12.P3.D31;Depto 31;DEPTO;DEPTO_TIPO;1.0;E12;;P3;D31;361.085608;0.0010441596
E12.P3.D32;Depto 32;DEPTO;DEPTO_TIPO;1.0;E12;;P3;D32;361.085608;0.0010441596
E12.P3.D33;Depto 33;DEPTO;DEPTO_TIPO;1.0;E12;;P3;D33;361.085608;0.0010441596
E12.P3.D34;Depto 34;DEPTO;DEPTO_TIPO;1.0;E12;;P3;D34;361.085608;0.0010441596
E12.P4.D41;Depto 41;DEPTO;DEPTO_TIPO;1.0;E12;;P4;D41;361.085608;0.0010441596
E12.P4.D42;Depto 42;DEPTO;DEPTO_TIPO;1.0;E12;;P4;D42;361.085608;0.0010441596
E12.P4.D43;Depto 43;DEPTO;DEPTO_TIPO;1.0;E12;;P4;D43;361.085608;0.0010441596
E12.P2.D22;Depto 22;DEPTO;DEPTO_TIPO;1.0;E12;;P2;D22;361.085608;0.0010441596
E12.P2.D21;Depto 21;DEPTO;DEPTO_TIPO;1.0;E12;;P2;D21;361.085608;0.0010441596
E11.P3.D33;Depto 33;DEPTO;DEPTO_TIPO;1.0;E11;;P3;D33;361.085608;0.0010441596
E11.P3.D34;Depto 34;DEPTO;DEPTO_TIPO;1.0;E11;;P3;D34;361.085608;0.0010441596
E11.P4.D41;Depto 41;DEPTO;DEPTO_TIPO;1.0;E11;;P4;D41;361.085608;0.0010441596
E11.P4.D42;Depto 42;DEPTO;DEPTO_TIPO;1.0;E11;;P4;D42;361.085608;0.0010441596
E11.P4.D43;Depto 43;DEPTO;DEPTO_TIPO;1.0;E11;;P4;D43;361.085608;0.0010441596
E11.P4.D44;Depto 44;DEPTO;DEPTO_TIPO;1.0;E11;;P4;D44;361.085608;0.0010441596
E12.P1.D11;Depto 11;DEPTO;DEPTO_TIPO;1.0;E12;;P1;D11;361.085608;0.0010441596
E12.P1.D12;Depto 12;DEPTO;DEPTO_TIPO;1.0;E12;;P1;D12;361.085608;0.0010441596
E12.P1.D14;Depto 14;DEPTO;DEPTO_TIPO;1.0;E12;;P1;D14;361.085608;0.0010441596
E12.P4.D44;Depto 44;DEPTO;DEPTO_TIPO;1.0;E12;;P4;D44;361.085608;0.0010441596
E17.P4.D44;Depto 44;DEPTO;DEPTO_TIPO;1.0;E17;;P4;D44;361.085608;0.0010441596
E18.P4.D41;Depto 41;DEPTO;DEPTO_TIPO;1.0;E18;;P4;D41;361.085608;0.0010441596
E18.P4.D42;Depto 42;DEPTO;DEPTO_TIPO;1.0;E18;;P4;D42;361.085608;0.0010441596
E18.P4.D43;Depto 43;DEPTO;DEPTO_TIPO;1.0;E18;;P4;D43;361.085608;0.0010441596
E18.P4.D44;Depto 44;DEPTO;DEPTO_TIPO;1.0;E18;;P4;D44;361.085608;0.0010441596
E19.P1.D11;Depto 11;DEPTO;DEPTO_TIPO;1.0;E19;;P1;D11;361.085608;0.0010441596
E19.P1.D12;Depto 12;DEPTO;DEPTO_TIPO;1.0;E19;;P1;D12;361.085608;0.0010441596
E19.P1.D13;Depto 13;DEPTO;DEPTO_TIPO;1.0;E19;;P1;D13;361.085608;0.0010441596
E19.P1.D14;Depto 14;DEPTO;DEPTO_TIPO;1.0;E19;;P1;D14;361.085608;0.0010441596
E19.P2.D21;Depto 21;DEPTO;DEPTO_TIPO;1.0;E19;;P2;D21;361.085608;0.0010441596
E18.P3.D34;Depto 34;DEPTO;DEPTO_TIPO;1.0;E18;;P3;D34;361.085608;0.0010441596
E18.P3.D33;Depto 33;DEPTO;DEPTO_TIPO;1.0;E18;;P3;D33;361.085608;0.0010441596
E18.P3.D32;Depto 32;DEPTO;DEPTO_TIPO;1.0;E18;;P3;D32;361.085608;0.0010441596
E18.P1.D11;Depto 11;DEPTO;DEPTO_TIPO;1.0;E18;;P1;D11;361.085608;0.0010441596
E18.P1.D12;Depto 12;DEPTO;DEPTO_TIPO;1.0;E18;;P1;D12;361.085608;0.0010441596
E18.P1.D13;Depto 13;DEPTO;DEPTO_TIPO;1.0;E18;;P1;D13;361.085608;0.0010441596
E18.P1.D14;Depto 14;DEPTO;DEPTO_TIPO;1.0;E18;;P1;D14;361.085608;0.0010441596
E18.P2.D21;Depto 21;DEPTO;DEPTO_TIPO;1.0;E18;;P2;D21;361.085608;0.0010441596
E18.P2.D22;Depto 22;DEPTO;DEPTO_TIPO;1.0;E18;;P2;D22;361.085608;0.0010441596
E18.P2.D23;Depto 23;DEPTO;DEPTO_TIPO;1.0;E18;;P2;D23;361.085608;0.0010441596
E18.P2.D24;Depto 24;DEPTO;DEPTO_TIPO;1.0;E18;;P2;D24;361.085608;0.0010441596
E18.P3.D31;Depto 31;DEPTO;DEPTO_TIPO;1.0;E18;;P3;D31;361.085608;0.0010441596
E19.P2.D22;Depto 22;DEPTO;DEPTO_TIPO;1.0;E19;;P2;D22;361.085608;0.0010441596
E19.P2.D23;Depto 23;DEPTO;DEPTO_TIPO;1.0;E19;;P2;D23;361.085608;0.0010441596
E19.P2.D24;Depto 24;DEPTO;DEPTO_TIPO;1.0;E19;;P2;D24;361.085608;0.0010441596
E20.P2.D21;Depto 21;DEPTO;DEPTO_TIPO;1.0;E20;;P2;D21;361.085608;0.0010441596
E20.P2.D22;Depto 22;DEPTO;DEPTO_TIPO;1.0;E20;;P2;D22;361.085608;0.0010441596
E20.P2.D23;Depto 23;DEPTO;DEPTO_TIPO;1.0;E20;;P2;D23;361.085608;0.0010441596
E20.P2.D24;Depto 24;DEPTO;DEPTO_TIPO;1.0;E20;;P2;D24;361.085608;0.0010441596
E20.P3.D31;Depto 31;DEPTO;DEPTO_TIPO;1.0;E20;;P3;D31;361.085608;0.0010441596
E20.P3.D32;Depto 32;DEPTO;DEPTO_TIPO;1.0;E20;;P3;D32;361.085608;0.0010441596
E20.P3.D33;Depto 33;DEPTO;DEPTO_TIPO;1.0;E20;;P3;D33;361.085608;0.0010441596
E20.P3.D34;Depto 34;DEPTO;DEPTO_TIPO;1.0;E20;;P3;D34;361.085608;0.0010441596
E20.P4.D41;Depto 41;DEPTO;DEPTO_TIPO;1.0;E20;;P4;D41;361.085608;0.0010441596
E20.P1.D14;Depto 14;DEPTO;DEPTO_TIPO;1.0;E20;;P1;D14;361.085608;0.0010441596
E20.P1.D13;Depto 13;DEPTO;DEPTO_TIPO;1.0;E20;;P1;D13;361.085608;0.0010441596
E20.P1.D12;Depto 12;DEPTO;DEPTO_TIPO;1.0;E20;;P1;D12;361.085608;0.0010441596
E19.P3.D31;Depto 31;DEPTO;DEPTO_TIPO;1.0;E19;;P3;D31;361.085608;0.0010441596
E19.P3.D32;Depto 32;DEPTO;DEPTO_TIPO;1.0;E19;;P3;D32;361.085608;0.0010441596
E19.P3.D33;Depto 33;DEPTO;DEPTO_TIPO;1.0;E19;;P3;D33;361.085608;0.0010441596
E19.P3.D34;Depto 34;DEPTO;DEPTO_TIPO;1.0;E19;;P3;D34;361.085608;0.0010441596
E19.P4.D41;Depto 41;DEPTO;DEPTO_TIPO;1.0;E19;;P4;D41;361.085608;0.0010441596
E19.P4.D42;Depto 42;DEPTO;DEPTO_TIPO;1.0;E19;;P4;D42;361.085608;0.0010441596
E19.P4.D43;Depto 43;DEPTO;DEPTO_TIPO;1.0;E19;;P4;D43;361.085608;0.0010441596
E19.P4.D44;Depto 44;DEPTO;DEPTO_TIPO;1.0;E19;;P4;D44;361.085608;0.0010441596
E20.P1.D11;Depto 11;DEPTO;DEPTO_TIPO;1.0;E20;;P1;D11;361.085608;0.0010441596
E20.P4.D42;Depto 42;DEPTO;DEPTO_TIPO;1.0;E20;;P4;D42;361.085608;0.0010441596
E15.P2.D21;Depto 21;DEPTO;DEPTO_TIPO;1.0;E15;;P2;D21;361.085608;0.0010441596
E16.P0.D02;Depto 02;DEPTO;DEPTO_TIPO;1.0;E16;;P0;D02;361.085608;0.0010441596
E16.P1.D11;Depto 11;DEPTO;DEPTO_TIPO;1.0;E16;;P1;D11;361.085608;0.0010441596
E16.P1.D12;Depto 12;DEPTO;DEPTO_TIPO;1.0;E16;;P1;D12;361.085608;0.0010441596
E16.P1.D13;Depto 13;DEPTO;DEPTO_TIPO;1.0;E16;;P1;D13;361.085608;0.0010441596
E16.P1.D14;Depto 14;DEPTO;DEPTO_TIPO;1.0;E16;;P1;D14;361.085608;0.0010441596
E16.P2.D21;Depto 21;DEPTO;DEPTO_TIPO;1.0;E16;;P2;D21;361.085608;0.0010441596
E16.P2.D22;Depto 22;DEPTO;DEPTO_TIPO;1.0;E16;;P2;D22;361.085608;0.0010441596
E16.P2.D23;Depto 23;DEPTO;DEPTO_TIPO;1.0;E16;;P2;D23;361.085608;0.0010441596
E16.P2.D24;Depto 24;DEPTO;DEPTO_TIPO;1.0;E16;;P2;D24;361.085608;0.0010441596
E16.P0.D01;Depto 01;DEPTO;DEPTO_TIPO;1.0;E16;;P0;D01;361.085608;0.0010441596
E15.P4.D44;Depto 44;DEPTO;DEPTO_TIPO;1.0;E15;;P4;D44;361.085608;0.0010441596
E15.P4.D43;Depto 43;DEPTO;DEPTO_TIPO;1.0;E15;;P4;D43;361.085608;0.0010441596
E15.P2.D22;Depto 22;DEPTO;DEPTO_TIPO;1.0;E15;;P2;D22;361.085608;0.0010441596
E15.P2.D23;Depto 23;DEPTO;DEPTO_TIPO;1.0;E15;;P2;D23;361.085608;0.0010441596
E15.P2.D24;Depto 24;DEPTO;DEPTO_TIPO;1.0;E15;;P2;D24;361.085608;0.0010441596
E15.P3.D31;Depto 31;DEPTO;DEPTO_TIPO;1.0;E15;;P3;D31;361.085608;0.0010441596
E15.P3.D32;Depto 32;DEPTO;DEPTO_TIPO;1.0;E15;;P3;D32;361.085608;0.0010441596
E15.P3.D33;Depto 33;DEPTO;DEPTO_TIPO;1.0;E15;;P3;D33;361.085608;0.0010441596
E15.P3.D34;Depto 34;DEPTO;DEPTO_TIPO;1.0;E15;;P3;D34;361.085608;0.0010441596
E15.P4.D41;Depto 41;DEPTO;DEPTO_TIPO;1.0;E15;;P4;D41;361.085608;0.0010441596
E15.P4.D42;Depto 42;DEPTO;DEPTO_TIPO;1.0;E15;;P4;D42;361.085608;0.0010441596
E16.P3.D31;Depto 31;DEPTO;DEPTO_TIPO;1.0;E16;;P3;D31;361.085608;0.0010441596
E16.P3.D32;Depto 32;DEPTO;DEPTO_TIPO;1.0;E16;;P3;D32;361.085608;0.0010441596
E16.P3.D33;Depto 33;DEPTO;DEPTO_TIPO;1.0;E16;;P3;D33;361.085608;0.0010441596
E17.P2.D22;Depto 22;DEPTO;DEPTO_TIPO;1.0;E17;;P2;D22;361.085608;0.0010441596
E17.P2.D23;Depto 23;DEPTO;DEPTO_TIPO;1.0;E17;;P2;D23;361.085608;0.0010441596
E17.P2.D24;Depto 24;DEPTO;DEPTO_TIPO;1.0;E17;;P2;D24;361.085608;0.0010441596
E17.P3.D31;Depto 31;DEPTO;DEPTO_TIPO;1.0;E17;;P3;D31;361.085608;0.0010441596
E17.P3.D32;Depto 32;DEPTO;DEPTO_TIPO;1.0;E17;;P3;D32;361.085608;0.0010441596
E17.P3.D33;Depto 33;DEPTO;DEPTO_TIPO;1.0;E17;;P3;D33;361.085608;0.0010441596
E17.P3.D34;Depto 34;DEPTO;DEPTO_TIPO;1.0;E17;;P3;D34;361.085608;0.0010441596
E17.P4.D41;Depto 41;DEPTO;DEPTO_TIPO;1.0;E17;;P4;D41;361.085608;0.0010441596
E17.P4.D42;Depto 42;DEPTO;DEPTO_TIPO;1.0;E17;;P4;D42;361.085608;0.0010441596
E17.P2.D21;Depto 21;DEPTO;DEPTO_TIPO;1.0;E17;;P2;D21;361.085608;0.0010441596
E17.P1.D14;Depto 14;DEPTO;DEPTO_TIPO;1.0;E17;;P1;D14;361.085608;0.0010441596
E17.P1.D13;Depto 13;DEPTO;DEPTO_TIPO;1.0;E17;;P1;D13;361.085608;0.0010441596
E16.P3.D34;Depto 34;DEPTO;DEPTO_TIPO;1.0;E16;;P3;D34;361.085608;0.0010441596
E16.P4.D41;Depto 41;DEPTO;DEPTO_TIPO;1.0;E16;;P4;D41;361.085608;0.0010441596
E16.P4.D42;Depto 42;DEPTO;DEPTO_TIPO;1.0;E16;;P4;D42;361.085608;0.0010441596
E16.P4.D43;Depto 43;DEPTO;DEPTO_TIPO;1.0;E16;;P4;D43;361.085608;0.0010441596
E16.P4.D44;Depto 44;DEPTO;DEPTO_TIPO;1.0;E16;;P4;D44;361.085608;0.0010441596
E17.P0.D01;Depto 01;DEPTO;DEPTO_TIPO;1.0;E17;;P0;D01;361.085608;0.0010441596
E17.P0.D02;Depto 02;DEPTO;DEPTO_TIPO;1.0;E17;;P0;D02;361.085608;0.0010441596
E17.P1.D11;Depto 11;DEPTO;DEPTO_TIPO;1.0;E17;;P1;D11;361.085608;0.0010441596
E17.P1.D12;Depto 12;DEPTO;DEPTO_TIPO;1.0;E17;;P1;D12;361.085608;0.0010441596
E17.P4.D43;Depto 43;DEPTO;DEPTO_TIPO;1.0;E17;;P4;D43;361.085608;0.0010441596
E09.P4.D44;Depto 44;DEPTO;DEPTO_TIPO;1.0;E09;;P4;D44;361.085608;0.0010441596
E05.P2.D22;Depto 22;DEPTO;DEPTO_TIPO;1.0;E05;;P2;D22;361.085608;0.0010441596
E04.P1.D12;Depto 12;DEPTO;DEPTO_TIPO;1.0;E04;;P1;D12;361.085608;0.0010441596
E04.P1.D11;Depto 11;DEPTO;DEPTO_TIPO;1.0;E04;;P1;D11;361.085608;0.0010441596
E03.P4.D44;Depto 44;DEPTO;DEPTO_TIPO;1.0;E03;;P4;D44;361.085608;0.0010441596
E03.P4.D43;Depto 43;DEPTO;DEPTO_TIPO;1.0;E03;;P4;D43;361.085608;0.0010441596
E03.P4.D42;Depto 42;DEPTO;DEPTO_TIPO;1.0;E03;;P4;D42;361.085608;0.0010441596
E03.P4.D41;Depto 41;DEPTO;DEPTO_TIPO;1.0;E03;;P4;D41;361.085608;0.0010441596
E03.P3.D34;Depto 34;DEPTO;DEPTO_TIPO;1.0;E03;;P3;D34;361.085608;0.0010441596
E03.P3.D33;Depto 33;DEPTO;DEPTO_TIPO;1.0;E03;;P3;D33;361.085608;0.0010441596
E03.P3.D32;Depto 32;DEPTO;DEPTO_TIPO;1.0;E03;;P3;D32;361.085608;0.0010441596
E03.P3.D31;Depto 31;DEPTO;DEPTO_TIPO;1.0;E03;;P3;D31;361.085608;0.0010441596
E03.P2.D24;Depto 24;DEPTO;DEPTO_TIPO;1.0;E03;;P2;D24;361.085608;0.0010441596
E03.P2.D23;Depto 23;DEPTO;DEPTO_TIPO;1.0;E03;;P2;D23;361.085608;0.0010441596
E03.P2.D22;Depto 22;DEPTO;DEPTO_TIPO;1.0;E03;;P2;D22;361.085608;0.0010441596
E03.P2.D21;Depto 21;DEPTO;DEPTO_TIPO;1.0;E03;;P2;D21;361.085608;0.0010441596
E03.P1.D14;Depto 14;DEPTO;DEPTO_TIPO;1.0;E03;;P1;D14;361.085608;0.0010441596
E04.P1.D14;Depto 14;DEPTO;DEPTO_TIPO;1.0;E04;;P1;D14;361.085608;0.0010441596
E04.P2.D21;Depto 21;DEPTO;DEPTO_TIPO;1.0;E04;;P2;D21;361.085608;0.0010441596
E05.P2.D21;Depto 21;DEPTO;DEPTO_TIPO;1.0;E05;;P2;D21;361.085608;0.0010441596
E05.P1.D14;Depto 14;DEPTO;DEPTO_TIPO;1.0;E05;;P1;D14;361.085608;0.0010441596
E05.P1.D12;Depto 12;DEPTO;DEPTO_TIPO;1.0;E05;;P1;D12;361.085608;0.0010441596
E05.P1.D11;Depto 11;DEPTO;DEPTO_TIPO;1.0;E05;;P1;D11;361.085608;0.0010441596
E04.P4.D44;Depto 44;DEPTO;DEPTO_TIPO;1.0;E04;;P4;D44;361.085608;0.0010441596
E04.P4.D43;Depto 43;DEPTO;DEPTO_TIPO;1.0;E04;;P4;D43;361.085608;0.0010441596
E04.P4.D42;Depto 42;DEPTO;DEPTO_TIPO;1.0;E04;;P4;D42;361.085608;0.0010441596
E04.P4.D41;Depto 41;DEPTO;DEPTO_TIPO;1.0;E04;;P4;D41;361.085608;0.0010441596
E04.P3.D34;Depto 34;DEPTO;DEPTO_TIPO;1.0;E04;;P3;D34;361.085608;0.0010441596
E20.P4.D44;Depto 44;DEPTO;DEPTO_TIPO;1.0;E20;;P4;D44;361.085608;0.0010441596
E04.P3.D32;Depto 32;DEPTO;DEPTO_TIPO;1.0;E04;;P3;D32;361.085608;0.0010441596
E04.P3.D31;Depto 31;DEPTO;DEPTO_TIPO;1.0;E04;;P3;D31;361.085608;0.0010441596
E04.P2.D24;Depto 24;DEPTO;DEPTO_TIPO;1.0;E04;;P2;D24;361.085608;0.0010441596
E04.P2.D23;Depto 23;DEPTO;DEPTO_TIPO;1.0;E04;;P2;D23;361.085608;0.0010441596
E04.P2.D22;Depto 22;DEPTO;DEPTO_TIPO;1.0;E04;;P2;D22;361.085608;0.0010441596
E03.P1.D12;Depto 12;DEPTO;DEPTO_TIPO;1.0;E03;;P1;D12;361.085608;0.0010441596
E03.P1.D11;Depto 11;DEPTO;DEPTO_TIPO;1.0;E03;;P1;D11;361.085608;0.0010441596
E02.P4.D44;Depto 44;DEPTO;DEPTO_TIPO;1.0;E02;;P4;D44;361.085608;0.0010441596
E01.P4.D41;Depto 41;DEPTO;DEPTO_TIPO;1.0;E01;;P4;D41;361.085608;0.0010441596
E01.P3.D34;Depto 34;DEPTO;DEPTO_TIPO;1.0;E01;;P3;D34;361.085608;0.0010441596
E01.P3.D33;Depto 33;DEPTO;DEPTO_TIPO;1.0;E01;;P3;D33;361.085608;0.0010441596
E01.P3.D32;Depto 32;DEPTO;DEPTO_TIPO;1.0;E01;;P3;D32;361.085608;0.0010441596
E01.P3.D31;Depto 31;DEPTO;DEPTO_TIPO;1.0;E01;;P3;D31;361.085608;0.0010441596
E01.P2.D24;Depto 24;DEPTO;DEPTO_TIPO;1.0;E01;;P2;D24;361.085608;0.0010441596
E01.P2.D23;Depto 23;DEPTO;DEPTO_TIPO;1.0;E01;;P2;D23;361.085608;0.0010441596
E01.P2.D22;Depto 22;DEPTO;DEPTO_TIPO;1.0;E01;;P2;D22;361.085608;0.0010441596
E01.P2.D21;Depto 21;DEPTO;DEPTO_TIPO;1.0;E01;;P2;D21;361.085608;0.0010441596
E01.P1.D14;Depto 14;DEPTO;DEPTO_TIPO;1.0;E01;;P1;D14;361.085608;0.0010441596
E01.P1.D12;Depto 12;DEPTO;DEPTO_TIPO;1.0;E01;;P1;D12;361.085608;0.0010441596
E01.P1.D11;Depto 11;DEPTO;DEPTO_TIPO;1.0;E01;;P1;D11;361.085608;0.0010441596
E01.P0.D02;Depto 02;DEPTO;DEPTO_TIPO;1.0;E01;;P0;D02;361.085608;0.0010441596
E01.P0.D01;Depto 01;DEPTO;DEPTO_TIPO;1.0;E01;;P0;D01;361.085608;0.0010441596
E15.P0.D02;Depto 02;DEPTO;DEPTO_TIPO;1.0;E15;;P0;D02;361.085608;0.0010441596
E01.P4.D42;Depto 42;DEPTO;DEPTO_TIPO;1.0;E01;;P4;D42;361.085608;0.0010441596
E01.P4.D43;Depto 43;DEPTO;DEPTO_TIPO;1.0;E01;;P4;D43;361.085608;0.0010441596
E02.P4.D43;Depto 43;DEPTO;DEPTO_TIPO;1.0;E02;;P4;D43;361.085608;0.0010441596
E02.P4.D42;Depto 42;DEPTO;DEPTO_TIPO;1.0;E02;;P4;D42;361.085608;0.0010441596
E02.P4.D41;Depto 41;DEPTO;DEPTO_TIPO;1.0;E02;;P4;D41;361.085608;0.0010441596
E02.P3.D34;Depto 34;DEPTO;DEPTO_TIPO;1.0;E02;;P3;D34;361.085608;0.0010441596
E02.P3.D33;Depto 33;DEPTO;DEPTO_TIPO;1.0;E02;;P3;D33;361.085608;0.0010441596
E02.P3.D32;Depto 32;DEPTO;DEPTO_TIPO;1.0;E02;;P3;D32;361.085608;0.0010441596
E02.P3.D31;Depto 31;DEPTO;DEPTO_TIPO;1.0;E02;;P3;D31;361.085608;0.0010441596
E02.P2.D24;Depto 24;DEPTO;DEPTO_TIPO;1.0;E02;;P2;D24;361.085608;0.0010441596
E02.P2.D23;Depto 23;DEPTO;DEPTO_TIPO;1.0;E02;;P2;D23;361.085608;0.0010441596
E02.P2.D22;Depto 22;DEPTO;DEPTO_TIPO;1.0;E02;;P2;D22;361.085608;0.0010441596
E02.P2.D21;Depto 21;DEPTO;DEPTO_TIPO;1.0;E02;;P2;D21;361.085608;0.0010441596
E02.P1.D14;Depto 14;DEPTO;DEPTO_TIPO;1.0;E02;;P1;D14;361.085608;0.0010441596
E02.P1.D12;Depto 12;DEPTO;DEPTO_TIPO;1.0;E02;;P1;D12;361.085608;0.0010441596
E02.P1.D11;Depto 11;DEPTO;DEPTO_TIPO;1.0;E02;;P1;D11;361.085608;0.0010441596
E01.P4.D44;Depto 44;DEPTO;DEPTO_TIPO;1.0;E01;;P4;D44;361.085608;0.0010441596
E04.P3.D33;Depto 33;DEPTO;DEPTO_TIPO;1.0;E04;;P3;D33;361.085608;0.0010441596
E09.P4.D43;Depto 43;DEPTO;DEPTO_TIPO;1.0;E09;;P4;D43;361.085608;0.0010441596
E08.P3.D34;Depto 34;DEPTO;DEPTO_TIPO;1.0;E08;;P3;D34;361.085608;0.0010441596
E08.P3.D33;Depto 33;DEPTO;DEPTO_TIPO;1.0;E08;;P3;D33;361.085608;0.0010441596
E08.P3.D32;Depto 32;DEPTO;DEPTO_TIPO;1.0;E08;;P3;D32;361.085608;0.0010441596
E08.P3.D31;Depto 31;DEPTO;DEPTO_TIPO;1.0;E08;;P3;D31;361.085608;0.0010441596
E08.P2.D24;Depto 24;DEPTO;DEPTO_TIPO;1.0;E08;;P2;D24;361.085608;0.0010441596
E08.P2.D23;Depto 23;DEPTO;DEPTO_TIPO;1.0;E08;;P2;D23;361.085608;0.0010441596
E08.P2.D22;Depto 22;DEPTO;DEPTO_TIPO;1.0;E08;;P2;D22;361.085608;0.0010441596
E08.P2.D21;Depto 21;DEPTO;DEPTO_TIPO;1.0;E08;;P2;D21;361.085608;0.0010441596
E08.P1.D14;Depto 14;DEPTO;DEPTO_TIPO;1.0;E08;;P1;D14;361.085608;0.0010441596
E08.P1.D12;Depto 12;DEPTO;DEPTO_TIPO;1.0;E08;;P1;D12;361.085608;0.0010441596
E08.P1.D11;Depto 11;DEPTO;DEPTO_TIPO;1.0;E08;;P1;D11;361.085608;0.0010441596
E07.P4.D44;Depto 44;DEPTO;DEPTO_TIPO;1.0;E07;;P4;D44;361.085608;0.0010441596
E07.P4.D43;Depto 43;DEPTO;DEPTO_TIPO;1.0;E07;;P4;D43;361.085608;0.0010441596
E07.P4.D42;Depto 42;DEPTO;DEPTO_TIPO;1.0;E07;;P4;D42;361.085608;0.0010441596
E07.P4.D41;Depto 41;DEPTO;DEPTO_TIPO;1.0;E07;;P4;D41;361.085608;0.0010441596
E08.P4.D41;Depto 41;DEPTO;DEPTO_TIPO;1.0;E08;;P4;D41;361.085608;0.0010441596
E08.P4.D42;Depto 42;DEPTO;DEPTO_TIPO;1.0;E08;;P4;D42;361.085608;0.0010441596
E09.P4.D42;Depto 42;DEPTO;DEPTO_TIPO;1.0;E09;;P4;D42;361.085608;0.0010441596
E09.P4.D41;Depto 41;DEPTO;DEPTO_TIPO;1.0;E09;;P4;D41;361.085608;0.0010441596
E09.P3.D34;Depto 34;DEPTO;DEPTO_TIPO;1.0;E09;;P3;D34;361.085608;0.0010441596
E09.P3.D33;Depto 33;DEPTO;DEPTO_TIPO;1.0;E09;;P3;D33;361.085608;0.0010441596
E09.P3.D32;Depto 32;DEPTO;DEPTO_TIPO;1.0;E09;;P3;D32;361.085608;0.0010441596
E09.P3.D31;Depto 31;DEPTO;DEPTO_TIPO;1.0;E09;;P3;D31;361.085608;0.0010441596
E09.P2.D24;Depto 24;DEPTO;DEPTO_TIPO;1.0;E09;;P2;D24;361.085608;0.0010441596
E09.P2.D23;Depto 23;DEPTO;DEPTO_TIPO;1.0;E09;;P2;D23;361.085608;0.0010441596
E09.P2.D22;Depto 22;DEPTO;DEPTO_TIPO;1.0;E09;;P2;D22;361.085608;0.0010441596
E09.P2.D21;Depto 21;DEPTO;DEPTO_TIPO;1.0;E09;;P2;D21;361.085608;0.0010441596
E09.P1.D14;Depto 14;DEPTO;DEPTO_TIPO;1.0;E09;;P1;D14;361.085608;0.0010441596
E09.P1.D12;Depto 12;DEPTO;DEPTO_TIPO;1.0;E09;;P1;D12;361.085608;0.0010441596
