ELEMENTO_ID;DSC;TIPO;CONTEXTO;PORC_APL;EDIFICIO;NIVEL;PISO;DEPTO
E16.N1.C2;Capa 2 Nivel 1;NIVEL;NIVEL;0.5;E16;N1;;
E16.N1.C3;Capa 3 Nivel 1;NIVEL;NIVEL;0.5;E16;N1;;
E16.N1.C4;Capa 4 Nivel 1;NIVEL;NIVEL;0.5;E16;N1;;
E16.N1.C5;Capa 5 Nivel 1;NIVEL;NIVEL;0.5;E16;N1;;
E16.N1.C6;Capa 6 Nivel 1;NIVEL;NIVEL;0.5;E16;N1;;
E17.N0.C1;Capa 1 Nivel 0;NIVEL;NIVEL;0.5;E17;N0;;
E17.N0.C2;Capa 2 Nivel 0;NIVEL;NIVEL;0.5;E17;N0;;
E17.N0.C3;Capa 3 Nivel 0;NIVEL;NIVEL;0.5;E17;N0;;
E17.N0.C4;Capa 4 Nivel 0;NIVEL;NIVEL;0.5;E17;N0;;
E17.N0.C5;Capa 5 Nivel 0;NIVEL;NIVEL;0.5;E17;N0;;
E17.N0.C6;Capa 6 Nivel 0;NIVEL;NIVEL;0.5;E17;N0;;
E17.N1.C1;Capa 1 Nivel 1;NIVEL;NIVEL;0.5;E17;N1;;
E17.N1.C2;Capa 2 Nivel 1;NIVEL;NIVEL;0.5;E17;N1;;
E17.N1.C3;Capa 3 Nivel 1;NIVEL;NIVEL;0.5;E17;N1;;
E17.N1.C4;Capa 4 Nivel 1;NIVEL;NIVEL;0.5;E17;N1;;
E17.N1.C5;Capa 5 Nivel 1;NIVEL;NIVEL;0.5;E17;N1;;
E17.N1.C6;Capa 6 Nivel 1;NIVEL;NIVEL;0.5;E17;N1;;
E18.N1.C1;Capa 1;NIVEL;NIVEL;1;E18;N1;;
E18.N1.C2;Capa 2;NIVEL;NIVEL;1;E18;N1;;
E18.N1.C3;Capa 3;NIVEL;NIVEL;1;E18;N1;;
E18.N1.C4;Capa 4;NIVEL;NIVEL;1;E18;N1;;
E18.N1.C5;Capa 5;NIVEL;NIVEL;1;E18;N1;;
E18.N1.C6;Capa 6;NIVEL;NIVEL;1;E18;N1;;
E19.N1.C1;Capa 1;NIVEL;NIVEL;1;E19;N1;;
E19.N1.C2;Capa 2;NIVEL;NIVEL;1;E19;N1;;
E19.N1.C3;Capa 3;NIVEL;NIVEL;1;E19;N1;;
E19.N1.C4;Capa 4;NIVEL;NIVEL;1;E19;N1;;
E19.N1.C5;Capa 5;NIVEL;NIVEL;1;E19;N1;;
E19.N1.C6;Capa 6;NIVEL;NIVEL;1;E19;N1;;
E20.N1.C1;Capa 1;NIVEL;NIVEL;1;E20;N1;;
E20.N1.C2;Capa 2;NIVEL;NIVEL;1;E20;N1;;
E20.N1.C3;Capa 3;NIVEL;NIVEL;1;E20;N1;;
E20.N1.C4;Capa 4;NIVEL;NIVEL;1;E20;N1;;
E20.N1.C5;Capa 5;NIVEL;NIVEL;1;E20;N1;;
E20.N1.C6;Capa 6;NIVEL;NIVEL;1;E20;N1;;
E01.L0;Losa Fundacion nvl0;LOSA;LOSA;0.5;E01;;P0;
E01.L1;Losa Fundacion nvl1;LOSA;LOSA;0.5;E01;;P1;
E02.L1;Losa Fundacion;LOSA;LOSA;1;E02;;P1;
E03.L1;Losa Fundacion;LOSA;LOSA;1;E03;;P1;
E04.L1;Losa Fundacion;LOSA;LOSA;1;E04;;P1;
E05.L1;Losa Fundacion;LOSA;LOSA;1;E05;;P1;
E06.L1;Losa Fundacion;LOSA;LOSA;1;E06;;P1;
E07.L1;Losa Fundacion;LOSA;LOSA;1;E07;;P1;
E08.L1;Losa Fundacion;LOSA;LOSA;1;E08;;P1;
E09.L1;Losa Fundacion;LOSA;LOSA;1;E09;;P1;
E10.L1;Losa Fundacion;LOSA;LOSA;1;E10;;P1;
E11.L1;Losa Fundacion;LOSA;LOSA;1;E11;;P1;
E12.L1;Losa Fundacion;LOSA;LOSA;1;E12;;P1;
E13.L1;Losa Fundacion;LOSA;LOSA;1;E13;;P1;
E14.L0;Losa Fundacion nvl0;LOSA;LOSA;0.5;E14;;P0;
E14.L1;Losa Fundacion nvl1;LOSA;LOSA;0.5;E14;;P1;
E15.L0;Losa Fundacion nvl0;LOSA;LOSA;0.5;E15;;P0;
E15.L1;Losa Fundacion nvl1;LOSA;LOSA;0.5;E15;;P1;
E16.L0;Losa Fundacion nvl0;LOSA;LOSA;0.5;E16;;P0;
E16.L1;Losa Fundacion nvl1;LOSA;LOSA;0.5;E16;;P1;
E17.L0;Losa Fundacion nvl0;LOSA;LOSA;0.5;E17;;P0;
E17.L1;Losa Fundacion nvl1;LOSA;LOSA;0.5;E17;;P1;
E18.L1;Losa Fundacion;LOSA;LOSA;1;E18;;P1;
E19.L1;Losa Fundacion;LOSA;LOSA;1;E19;;P1;
E20.L1;Losa Fundacion;LOSA;LOSA;1;E20;;P1;
